gene name	clone count	clone frequency	gene count	gene frequency
IGHV3-41	0.25	2.52776326654479e-05	1	1.12053606445323e-05
IGHV2-5	0.25	2.52776326654479e-05	1	1.12053606445323e-05
TRBV12-1	0.25	2.52776326654479e-05	3	3.3616081933597e-05
TRBV8-2	0.166666666666667	1.68517551102986e-05	2	2.24107212890647e-05
TRBV7-1	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
TRAV13-2	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
TRBV5-2	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGHV3-71	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGKV1-33	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGHV3-75	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGHV1-24	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGHV3-49	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGHV3-38	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
IGKV1-27	0.0833333333333333	8.42587755514929e-06	1	1.12053606445323e-05
#Min clone frequency: 8.42587755514929e-06	Max clone frequency: 0.114878414586915	 clone frequency SD: 0.0240058574355518
#Min gene frequency: 1.12053606445323e-05	Max gene frequency: 0.122239279271203	 gene frequency SD: 0.0230856123021914
